group,id,method,repetition,dataset,scene,psnr,ssim,lpips,wall_time_s
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/train,shortergs_factorgrad,single,tnt,train,21.7589207,0.8098713,0.2055747,
shorter_transfer,shorter_transfer/single/raw_shortergs/drjohnson,raw_shortergs,single,db,drjohnson,28.9311008,0.893212,0.2507848,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/drjohnson,shortergs_factorgrad,single,db,drjohnson,28.9317608,0.8948708,0.2525121,
shorter_transfer,shorter_transfer/single/raw_shortergs/playroom,raw_shortergs,single,db,playroom,29.911272,0.9002484,0.2463089,
shorter_transfer,shorter_transfer/single/shortergs_factorgrad/playroom,shortergs_factorgrad,single,db,playroom,29.9657516,0.9015092,0.2483538,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/drjohnson,vanilla_full,single,db,drjohnson,29.444351196289062,0.9035757780075073,0.2394677698612213,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/playroom,vanilla_full,single,db,playroom,29.886747360229492,0.9015037417411804,0.24501076340675354,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/bicycle,vanilla_full,single,mipnerf360,bicycle,25.132837295532227,0.7483472228050232,0.2424110621213913,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/bonsai,vanilla_full,single,mipnerf360,bonsai,32.21247100830078,0.9453474283218384,0.18190312385559082,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/counter,vanilla_full,single,mipnerf360,counter,29.03182029724121,0.9127160906791687,0.1855071485042572,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/flowers,vanilla_full,single,mipnerf360,flowers,21.368457794189453,0.5879167318344116,0.3589383661746979,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/garden,vanilla_full,single,mipnerf360,garden,27.28620719909668,0.8557061553001404,0.1228320524096489,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/kitchen,vanilla_full,single,mipnerf360,kitchen,31.275625228881836,0.9303140640258789,0.11807592958211899,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/room,vanilla_full,single,mipnerf360,room,31.553945541381836,0.9253767728805542,0.197676882147789,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/stump,vanilla_full,single,mipnerf360,stump,26.783742904663086,0.7714349627494812,0.2420729547739029,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/treehill,vanilla_full,single,mipnerf360,treehill,22.63105010986328,0.6364500522613525,0.34770476818084717,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/train,vanilla_full,single,tnt,train,22.075679779052734,0.8159936666488647,0.20168854296207428,
vanilla_full_boundary,vanilla_full_boundary/single/vanilla_full/truck,vanilla_full,single,tnt,truck,25.39312171936035,0.8794122934341431,0.1459810584783554,
mechanism,mechanism/single/factorgrad_full/train,factorgrad_full,single,tnt,train,22.258581161499023,0.800112783908844,0.24889619648456573,132.0
mechanism,mechanism/single/factorgrad_full/kitchen,factorgrad_full,single,mipnerf360,kitchen,31.657155990600586,0.9271813631057739,0.1288982778787613,283.0
mechanism,mechanism/single/factorgrad_full/drjohnson,factorgrad_full,single,db,drjohnson,29.523008346557617,0.8973713517189026,0.27934107184410095,139.0
mechanism,mechanism/single/factorgrad_full/bicycle,factorgrad_full,single,mipnerf360,bicycle,24.719646453857422,0.7109250426292419,0.3140367269515991,238.0
mechanism,mechanism/single/skipgs/train,skipgs,single,tnt,train,22.340612411499023,0.8003286719322205,0.24591156840324402,137.0
mechanism,mechanism/single/skipgs/kitchen,skipgs,single,mipnerf360,kitchen,31.71608543395996,0.9278135895729065,0.12785424292087555,292.0
mechanism,mechanism/single/skipgs/drjohnson,skipgs,single,db,drjohnson,29.423561096191406,0.8973308205604553,0.2774827480316162,145.0
mechanism,mechanism/single/skipgs/bicycle,skipgs,single,mipnerf360,bicycle,24.779743194580078,0.7125664353370667,0.3128228485584259,246.0
